pair_id,actor,statement,label_a,label_b,layer,AA,AB,BA,BB,ME_C,ME_D,interaction
a05_s1_neutral_angry,5,1,neutral,angry,25,-3.375,-4.343750476837158,-3.734375,-5.37890625,-1.306640863418579,-0.6972653865814209,-0.6757807731628418
a05_s1_neutral_angry,5,1,neutral,angry,26,-3.794921875,-2.0625,-3.544921875,-4.84375,0.216796875,-1.265625,-3.03125
a05_s1_neutral_angry,5,1,neutral,angry,27,-2.65625,-3.53125,-2.7890625,-5.3046875,-1.6953125,-0.953125,-1.640625
a05_s1_neutral_angry,5,1,neutral,angry,28,-1.3125,-2.4375,-1.75,-3.5625,-1.46875,-0.78125,-0.6875
a05_s2_happy_sad,5,2,happy,sad,0,2.3046875,2.3046875,2.3046875,2.3046875,0.0,0.0,0.0
a05_s2_happy_sad,5,2,happy,sad,1,-0.2109375,-0.171875,-0.2421875,-0.140625,0.0703125,0.0,0.0625
a05_s2_happy_sad,5,2,happy,sad,2,-0.55859375,-0.4921875,-0.55859375,-0.470703125,0.0771484375,0.0107421875,0.021484375
a05_s2_happy_sad,5,2,happy,sad,3,-0.46875,-0.4765625,-0.390625,-0.3984375,-0.0078125,0.078125,0.0
a05_s2_happy_sad,5,2,happy,sad,4,0.046875,0.046875,0.140625,0.0,-0.0703125,0.0234375,-0.140625
a05_s2_happy_sad,5,2,happy,sad,5,-0.765625,-0.8125,-0.734375,-0.890625,-0.1015625,-0.0234375,-0.109375
a05_s2_happy_sad,5,2,happy,sad,6,-1.65625,-1.59375,-1.59375,-1.703125,-0.0234375,-0.0234375,-0.171875
a05_s2_happy_sad,5,2,happy,sad,7,-0.59375,-0.4375,-0.46875,-0.34375,0.140625,0.109375,-0.03125
a05_s2_happy_sad,5,2,happy,sad,8,-0.75,-0.5625,-0.84375,-0.8125,0.109375,-0.171875,-0.15625
a05_s2_happy_sad,5,2,happy,sad,9,0.90625,0.921875,0.828125,0.671875,-0.0703125,-0.1640625,-0.171875
a05_s2_happy_sad,5,2,happy,sad,10,-1.9062490463256836,-1.5859375,-1.703125,-1.546875,0.2382807731628418,0.1210932731628418,-0.1640615463256836
a05_s2_happy_sad,5,2,happy,sad,11,-1.59375,-1.328125,-1.453125,-1.515625,0.1015625,-0.0234375,-0.328125
a05_s2_happy_sad,5,2,happy,sad,12,-1.90625,-1.75,-2.09375,-1.90625,0.171875,-0.171875,0.03125
a05_s2_happy_sad,5,2,happy,sad,13,-1.96875,-1.9375,-1.859375,-1.6875,0.1015625,0.1796875,0.140625
a05_s2_happy_sad,5,2,happy,sad,14,-1.5312509536743164,-0.96875,-1.3124990463256836,-1.0625,0.40625,0.0625009536743164,-0.3125019073486328
a05_s2_happy_sad,5,2,happy,sad,15,-0.9375,-0.53125,-0.703125,-0.59375,0.2578125,0.0859375,-0.296875
a05_s2_happy_sad,5,2,happy,sad,16,-2.5937509536743164,-2.5859384536743164,-2.1875,-2.3203134536743164,-0.0625004768371582,0.3359379768371582,-0.1406259536743164
a05_s2_happy_sad,5,2,happy,sad,17,-2.4179697036743164,-2.8828125,-2.0078125,-2.0703125,-0.2636713981628418,0.6113286018371582,0.4023427963256836
a05_s2_happy_sad,5,2,happy,sad,18,-2.6875,-2.5078134536743164,-2.203125,-2.1015625,0.1406245231628418,0.4453129768371582,-0.0781240463256836
a05_s2_happy_sad,5,2,happy,sad,19,-1.7578125,-1.46875,-1.46875,-1.5625,0.09765625,0.09765625,-0.3828125
a05_s2_happy_sad,5,2,happy,sad,20,-0.9765625,-1.046875,-0.4921875,-0.390625,0.015625,0.5703125,0.171875
a05_s2_happy_sad,5,2,happy,sad,21,-2.265625,-1.59375,-2.0,-1.234375,0.71875,0.3125,0.09375
a05_s2_happy_sad,5,2,happy,sad,22,-0.8828125,-0.625,-1.2421875,-0.734375,0.3828125,-0.234375,0.25
a05_s2_happy_sad,5,2,happy,sad,23,-1.1640625,-0.890625,-1.896484375,-0.84375,0.6630859375,-0.3427734375,0.779296875
a05_s2_happy_sad,5,2,happy,sad,24,0.40625,-0.09375,0.5302734375,0.1953125,-0.41748046875,0.20654296875,0.1650390625
a05_s2_happy_sad,5,2,happy,sad,25,-0.04296875,-1.0859375,-0.1015625,-0.66015625,-0.80078125,0.18359375,0.484375
a05_s2_happy_sad,5,2,happy,sad,26,-1.29296875,-2.1376953125,-1.203125,-1.9765625,-0.80908203125,0.12548828125,0.0712890625
a05_s2_happy_sad,5,2,happy,sad,27,-1.1875,-2.298828125,-1.109375,-1.65625,-0.8291015625,0.3603515625,0.564453125
a05_s2_happy_sad,5,2,happy,sad,28,-0.625,-1.59375,-0.5625,-1.25,-0.828125,0.203125,0.28125
a05_s2_neutral_angry,5,2,neutral,angry,0,0.951171875,0.951171875,0.951171875,0.951171875,0.0,0.0,0.0
a05_s2_neutral_angry,5,2,neutral,angry,1,-0.0185546875,0.03369140625,-0.1748046875,0.04443359375,0.1357421875,-0.07275390625,0.1669921875
a05_s2_neutral_angry,5,2,neutral,angry,2,-0.51171875,-0.359375,-0.466796875,-0.3515625,0.1337890625,0.0263671875,-0.037109375
a05_s2_neutral_angry,5,2,neutral,angry,3,0.1875,0.453125,0.078125,0.484375,0.3359375,-0.0390625,0.140625
a05_s2_neutral_angry,5,2,neutral,angry,4,1.5,1.53125,1.28125,1.53125,0.140625,-0.109375,0.21875
a05_s2_neutral_angry,5,2,neutral,angry,5,1.0,0.96875,0.6875,0.84375,0.0625,-0.21875,0.1875
a05_s2_neutral_angry,5,2,neutral,angry,6,-0.6875,-0.65625,-0.875,-0.5,0.203125,-0.015625,0.34375
a05_s2_neutral_angry,5,2,neutral,angry,7,0.28125,-0.1875,0.5625,0.40625,-0.3125,0.4375,0.3125
a05_s2_neutral_angry,5,2,neutral,angry,8,0.59375,0.34375,0.96875,0.78125,-0.21875,0.40625,0.0625
a05_s2_neutral_angry,5,2,neutral,angry,9,1.734375,1.09375,2.140625,1.40625,-0.6875,0.359375,-0.09375
a05_s2_neutral_angry,5,2,neutral,angry,10,0.734375,0.203125,0.96875,0.65625,-0.421875,0.34375,0.21875
a05_s2_neutral_angry,5,2,neutral,angry,11,1.375,1.09375,1.4375,1.4375,-0.140625,0.203125,0.28125
a05_s2_neutral_angry,5,2,neutral,angry,12,0.25,-0.375,0.28125,0.09375,-0.40625,0.25,0.4375
a05_s2_neutral_angry,5,2,neutral,angry,13,-0.28125,-0.34375,-0.09375,0.0,0.015625,0.265625,0.15625
a05_s2_neutral_angry,5,2,neutral,angry,14,-1.046875,-1.328125,-1.171875,-0.921875,-0.015625,0.140625,0.53125
a05_s2_neutral_angry,5,2,neutral,angry,15,-0.53125,-0.859375,-0.734375,-0.609375,-0.1015625,0.0234375,0.453125
a05_s2_neutral_angry,5,2,neutral,angry,16,-1.1093740463256836,-1.9140615463256836,-1.0078125,-1.5546875,-0.67578125,0.2304677963256836,0.2578125
a05_s2_neutral_angry,5,2,neutral,angry,17,-1.07421875,-1.09375,-0.953125,-0.921875,0.005859375,0.146484375,0.05078125
a05_s2_neutral_angry,5,2,neutral,angry,18,1.2109375,0.96875,1.234375,0.65625,-0.41015625,-0.14453125,-0.3359375
a05_s2_neutral_angry,5,2,neutral,angry,19,0.53125,0.03125,0.421875,-0.5703125,-0.74609375,-0.35546875,-0.4921875
a05_s2_neutral_angry,5,2,neutral,angry,20,-2.48046875,-2.73046875,-2.65625,-2.4453125,-0.01953125,0.0546875,0.4609375
a05_s2_neutral_angry,5,2,neutral,angry,21,-2.00390625,-2.00390625,-1.8984365463256836,-1.7734375,0.0624995231628418,0.1679692268371582,0.1249990463256836
a05_s2_neutral_angry,5,2,neutral,angry,22,-2.1429443359375,-2.0673828125,-1.9375,-1.55859375,0.22723388671875,0.35711669921875,0.3033447265625
a05_s2_neutral_angry,5,2,neutral,angry,23,-2.9609375,-2.88671875,-3.703125,-2.3125,0.732421875,-0.083984375,1.31640625
a05_s2_neutral_angry,5,2,neutral,angry,24,-4.4140625,-5.6171875,-5.6171875,-4.6640625,-0.125,-0.125,2.15625
a05_s2_neutral_angry,5,2,neutral,angry,25,-2.638671875,-3.552734375,-2.234375,-1.6484375,-0.1640625,1.154296875,1.5
a05_s2_neutral_angry,5,2,neutral,angry,26,-2.984375,-3.3125,-2.812500476837158,-2.265625,0.1093752384185791,0.6093747615814209,0.8750004768371582
a05_s2_neutral_angry,5,2,neutral,angry,27,-1.953125,-1.234375,-1.453125,-0.90625,0.6328125,0.4140625,-0.171875
a05_s2_neutral_angry,5,2,neutral,angry,28,-0.375,0.0,-0.0625,0.1875,0.3125,0.25,-0.125
a06_s1_happy_sad,6,1,happy,sad,0,2.3046875,2.3046875,2.3046875,2.3046875,0.0,0.0,0.0
a06_s1_happy_sad,6,1,happy,sad,1,-0.390625,-0.2109375,-0.390625,-0.21875,0.17578125,-0.00390625,-0.0078125
a06_s1_happy_sad,6,1,happy,sad,2,-0.578125,-0.58203125,-0.54296875,-0.5693359375,-0.01513671875,0.02392578125,-0.0224609375
a06_s1_happy_sad,6,1,happy,sad,3,-0.828125,-0.60546875,-0.79296875,-0.6171875,0.19921875,0.01171875,-0.046875
a06_s1_happy_sad,6,1,happy,sad,4,-0.890625,-0.421875,-0.8125,-0.375,0.453125,0.0625,-0.03125
a06_s1_happy_sad,6,1,happy,sad,5,-1.078125,-1.046875,-1.0625,-0.875,0.109375,0.09375,0.15625
a06_s1_happy_sad,6,1,happy,sad,6,-2.03125,-2.25,-1.875,-2.0,-0.171875,0.203125,0.09375
a06_s1_happy_sad,6,1,happy,sad,7,-0.8125,-0.875,-0.875,-0.8125,0.0,0.0,0.125
a06_s1_happy_sad,6,1,happy,sad,8,-1.34375,-1.5,-1.3125,-1.59375,-0.21875,-0.03125,-0.125
a06_s1_happy_sad,6,1,happy,sad,9,0.390625,0.875,0.515625,0.71875,0.34375,-0.015625,-0.28125
a06_s1_happy_sad,6,1,happy,sad,10,-1.546875,-1.8046875,-1.59375,-1.7812490463256836,-0.2226557731628418,-0.011718273162841797,0.0703134536743164
a06_s1_happy_sad,6,1,happy,sad,11,-1.40625,-1.59375,-1.3203125,-1.703125,-0.28515625,-0.01171875,-0.1953125
a06_s1_happy_sad,6,1,happy,sad,12,-2.5625,-2.59375,-2.734375,-2.53125,0.0859375,-0.0546875,0.234375
a06_s1_happy_sad,6,1,happy,sad,13,-3.265625,-2.453125,-2.8984375,-2.234375,0.73828125,0.29296875,-0.1484375
a06_s1_happy_sad,6,1,happy,sad,14,-2.39453125,-1.6015625,-2.1484375,-1.5156240463256836,0.7128911018371582,0.1660161018371582,-0.1601552963256836
a06_s1_happy_sad,6,1,happy,sad,15,-1.359375,-1.28125,-1.671875,-1.1875,0.28125,-0.109375,0.40625
a06_s1_happy_sad,6,1,happy,sad,16,-2.76513671875,-2.91796875,-2.8876953125,-2.75,-0.007568359375,0.022705078125,0.29052734375
a06_s1_happy_sad,6,1,happy,sad,17,-2.4365234375,-2.810546875,-2.62841796875,-2.54296875,-0.144287109375,0.037841796875,0.45947265625
a06_s1_happy_sad,6,1,happy,sad,18,-3.2343740463256836,-3.6093759536743164,-3.2392578125,-3.30859375,-0.2221689224243164,0.14794921875,0.3056659698486328
a06_s1_happy_sad,6,1,happy,sad,19,-1.8701171875,-2.191131591796875,-2.130859375,-1.8203125,-0.0052337646484375,0.0550384521484375,0.631561279296875
a06_s1_happy_sad,6,1,happy,sad,20,-1.15625,-0.328125,-1.265625,-0.15625,0.96875,0.03125,0.28125
a06_s1_happy_sad,6,1,happy,sad,21,-2.578125,-2.3828134536743164,-2.783203125,-2.203125,0.3876948356628418,-0.012694835662841797,0.3847665786743164
a06_s1_happy_sad,6,1,happy,sad,22,-1.84375,-0.859375,-1.82421875,-0.7421875,1.033203125,0.068359375,0.09765625
a06_s1_happy_sad,6,1,happy,sad,23,-1.849609375,-1.109375,-1.7421875,-1.2421875,0.6201171875,-0.0126953125,-0.240234375
a06_s1_happy_sad,6,1,happy,sad,24,-0.25048828125,0.2890625,-0.09765625,0.453125,0.545166015625,0.158447265625,0.01123046875
a06_s1_happy_sad,6,1,happy,sad,25,-0.595703125,-0.546875,-0.4609375,-0.607421875,-0.048828125,0.037109375,-0.1953125
a06_s1_happy_sad,6,1,happy,sad,26,-1.16796875,-1.173828125,-1.15625,-1.36328125,-0.1064453125,-0.0888671875,-0.201171875
a06_s1_happy_sad,6,1,happy,sad,27,-1.984375,-1.140625,-1.3671875,-0.84375,0.68359375,0.45703125,-0.3203125
a06_s1_happy_sad,6,1,happy,sad,28,-0.8125,-0.625,-0.75,-0.375,0.28125,0.15625,0.1875
a06_s1_neutral_angry,6,1,neutral,angry,0,0.951171875,0.951171875,0.951171875,0.951171875,0.0,0.0,0.0
a06_s1_neutral_angry,6,1,neutral,angry,1,0.2376708984375,0.0732421875,0.02081298828125,-0.02001953125,-0.102630615234375,-0.155059814453125,0.12359619140625
a06_s1_neutral_angry,6,1,neutral,angry,2,-0.314453125,-0.453125,-0.3984375,-0.505859375,-0.123046875,-0.068359375,0.03125
a06_s1_neutral_angry,6,1,neutral,angry,3,0.140625,0.03125,-0.15625,-0.015625,0.015625,-0.171875,0.25
a06_s1_neutral_angry,6,1,neutral,angry,4,1.515625,1.21875,1.21875,1.25,-0.1328125,-0.1328125,0.328125
a06_s1_neutral_angry,6,1,neutral,angry,5,0.875,0.40625,0.59375,0.3125,-0.375,-0.1875,0.1875
a06_s1_neutral_angry,6,1,neutral,angry,6,-0.28125,-0.5625,-0.5,-0.65625,-0.21875,-0.15625,0.125
a06_s1_neutral_angry,6,1,neutral,angry,7,0.6875,0.125,0.65625,0.3125,-0.453125,0.078125,0.21875
a06_s1_neutral_angry,6,1,neutral,angry,8,1.0,0.625,0.9375,0.71875,-0.296875,0.015625,0.15625
a06_s1_neutral_angry,6,1,neutral,angry,9,2.09375,1.203125,2.078125,1.078125,-0.9453125,-0.0703125,-0.109375
a06_s1_neutral_angry,6,1,neutral,angry,10,1.015625,0.359375,0.8125,0.46875,-0.5,-0.046875,0.3125
a06_s1_neutral_angry,6,1,neutral,angry,11,1.125,0.515625,1.0,0.390625,-0.609375,-0.125,0.0
a06_s1_neutral_angry,6,1,neutral,angry,12,-0.46875,-0.84375,-0.53125,-1.21875,-0.53125,-0.21875,-0.3125
a06_s1_neutral_angry,6,1,neutral,angry,13,-0.5625,-0.296875,-0.578125,-0.640625,0.1015625,-0.1796875,-0.328125
a06_s1_neutral_angry,6,1,neutral,angry,14,-1.1875,-1.1328125,-1.390625,-1.203125,0.12109375,-0.13671875,0.1328125
a06_s1_neutral_angry,6,1,neutral,angry,15,-1.1718740463256836,-0.546875,-1.5156240463256836,-0.6093740463256836,0.7656245231628418,-0.2031245231628418,0.2812509536743164
a06_s1_neutral_angry,6,1,neutral,angry,16,-1.4375,-1.6640625,-1.5234375,-1.7109375,-0.20703125,-0.06640625,0.0390625
a06_s1_neutral_angry,6,1,neutral,angry,17,-1.3984375,-0.7421875,-1.359375,-1.1015625,0.45703125,-0.16015625,-0.3984375
a06_s1_neutral_angry,6,1,neutral,angry,18,0.609375,-0.015625,0.625,-0.21875,-0.734375,-0.09375,-0.21875
a06_s1_neutral_angry,6,1,neutral,angry,19,-1.0,-0.74609375,-0.3359375,-1.09375,-0.251953125,0.158203125,-1.01171875
a06_s1_neutral_angry,6,1,neutral,angry,20,-3.25,-2.8671875,-3.703125,-2.8203125,0.6328125,-0.203125,0.5
a06_s1_neutral_angry,6,1,neutral,angry,21,-2.265625,-1.876953125,-2.79296875,-2.02734375,0.5771484375,-0.3388671875,0.376953125
a06_s1_neutral_angry,6,1,neutral,angry,22,-2.306640625,-1.84375,-3.9375,-1.6796875,1.3603515625,-0.7333984375,1.794921875
a06_s1_neutral_angry,6,1,neutral,angry,23,-3.7011728286743164,-2.26953125,-4.046875,-2.232421875,1.6230473518371582,-0.1542963981628418,0.3828115463256836
a06_s1_neutral_angry,6,1,neutral,angry,24,-4.3203125,-4.58203125,-3.1953125,-4.193358898162842,-0.6298825740814209,0.7568361759185791,-0.7363276481628418
a06_s1_neutral_angry,6,1,neutral,angry,25,-3.6796875,-2.3359375,-2.640625,-1.625,1.1796875,0.875,-0.328125
a06_s1_neutral_angry,6,1,neutral,angry,26,-4.119140625,-1.0,-3.39453125,0.53125,3.5224609375,1.1279296875,0.806640625
a06_s1_neutral_angry,6,1,neutral,angry,27,-3.53125,-0.78125,-1.875,-0.5937504768371582,2.015624761581421,0.9218747615814209,-1.4687504768371582
a06_s1_neutral_angry,6,1,neutral,angry,28,-2.0,-1.0,-1.125,-1.0625,0.53125,0.40625,-0.9375
a06_s2_happy_sad,6,2,happy,sad,0,2.3046875,2.3046875,2.3046875,2.3046875,0.0,0.0,0.0
a06_s2_happy_sad,6,2,happy,sad,1,-0.390625,-0.2265625,-0.375,-0.203125,0.16796875,0.01953125,0.0078125
a06_s2_happy_sad,6,2,happy,sad,2,-0.71484375,-0.58203125,-0.681640625,-0.54296875,0.1357421875,0.0361328125,0.005859375
a06_s2_happy_sad,6,2,happy,sad,3,-0.96875,-0.6328125,-0.9374990463256836,-0.6171875,0.3281245231628418,0.023437976837158203,-0.015625953674316406
a06_s2_happy_sad,6,2,happy,sad,4,-0.84375,-0.4375,-0.765625,-0.390625,0.390625,0.0625,-0.03125
a06_s2_happy_sad,6,2,happy,sad,5,-1.234375,-0.859375,-1.21875,-0.84375,0.375,0.015625,0.0
a06_s2_happy_sad,6,2,happy,sad,6,-2.09375,-2.0,-2.0625,-2.0,0.078125,0.015625,-0.03125
a06_s2_happy_sad,6,2,happy,sad,7,-0.84375,-0.78125,-0.9375,-0.84375,0.078125,-0.078125,0.03125
a06_s2_happy_sad,6,2,happy,sad,8,-1.375,-1.53125,-1.375,-1.484375,-0.1328125,0.0234375,0.046875
a06_s2_happy_sad,6,2,happy,sad,9,0.578125,0.8125,0.703125,0.90625,0.21875,0.109375,-0.03125
a06_s2_happy_sad,6,2,happy,sad,10,-1.6015625,-1.6093740463256836,-1.5078125,-1.4296875,0.0351567268371582,0.1367182731628418,0.0859365463256836
a06_s2_happy_sad,6,2,happy,sad,11,-1.6875,-1.671875,-1.671875,-1.515625,0.0859375,0.0859375,0.140625
a06_s2_happy_sad,6,2,happy,sad,12,-2.859375,-2.359375,-2.8125,-2.265625,0.5234375,0.0703125,0.046875
a06_s2_happy_sad,6,2,happy,sad,13,-3.28125,-2.015625,-3.34375,-2.015625,1.296875,-0.03125,0.0625
a06_s2_happy_sad,6,2,happy,sad,14,-2.5312490463256836,-1.4609375,-2.72265625,-1.609375,1.0917963981628418,-0.1699223518371582,0.042969703674316406
a06_s2_happy_sad,6,2,happy,sad,15,-1.3437509536743164,-0.8046875,-1.765625,-1.1640625,0.5703129768371582,-0.3906245231628418,0.062499046325683594
a06_s2_happy_sad,6,2,happy,sad,16,-3.052734375,-2.37890625,-3.1759023666381836,-2.359375,0.7451777458190918,-0.0518183708190918,0.1426992416381836
a06_s2_happy_sad,6,2,happy,sad,17,-2.40625,-2.101318359375,-2.5107421875,-2.044921875,0.3853759765625,-0.0240478515625,0.160888671875
a06_s2_happy_sad,6,2,happy,sad,18,-3.0234375,-2.771484375,-3.1015625,-2.8038330078125,0.27484130859375,-0.05523681640625,0.0457763671875
a06_s2_happy_sad,6,2,happy,sad,19,-3.0673828125,-1.67578125,-3.1914072036743164,-1.650390625,1.4663090705871582,-0.0493168830871582,0.1494150161743164
a06_s2_happy_sad,6,2,happy,sad,20,-1.42578125,-0.56640625,-1.21484375,-0.35546875,0.859375,0.2109375,0.0
a06_s2_happy_sad,6,2,happy,sad,21,-2.3828125,-2.0,-2.0390625,-1.796875,0.3125,0.2734375,-0.140625
a06_s2_happy_sad,6,2,happy,sad,22,-1.8740234375,-1.4306640625,-1.50390625,-1.1796875,0.3837890625,0.310546875,-0.119140625
a06_s2_happy_sad,6,2,happy,sad,23,-1.96484375,-2.119140625,-1.306640625,-1.861328125,-0.3544921875,0.4580078125,-0.400390625
a06_s2_happy_sad,6,2,happy,sad,24,-0.84375,-0.5908203125,-0.28125,-0.499267578125,0.0174560546875,0.3270263671875,-0.470947265625
a06_s2_happy_sad,6,2,happy,sad,25,-0.923828125,-0.8017578125,-0.61328125,-0.353515625,0.19091796875,0.37939453125,0.1376953125
a06_s2_happy_sad,6,2,happy,sad,26,-2.259765625,-1.953125,-1.97265625,-1.73828125,0.2705078125,0.2509765625,-0.072265625
a06_s2_happy_sad,6,2,happy,sad,27,-2.109375,-2.203125,-1.99609375,-1.765625,0.068359375,0.275390625,0.32421875
a06_s2_happy_sad,6,2,happy,sad,28,-0.875,-0.875,-1.0625,-0.75,0.15625,-0.03125,0.3125
a06_s2_neutral_angry,6,2,neutral,angry,0,0.951171875,0.951171875,0.951171875,0.951171875,0.0,0.0,0.0
a06_s2_neutral_angry,6,2,neutral,angry,1,0.23974609375,0.0107421875,0.06640625,-0.0364990234375,-0.16595458984375,-0.11029052734375,0.1260986328125
a06_s2_neutral_angry,6,2,neutral,angry,2,-0.27734375,-0.62890625,-0.3115234375,-0.6611328125,-0.3505859375,-0.033203125,0.001953125
a06_s2_neutral_angry,6,2,neutral,angry,3,0.21875,-0.0625,0.125,-0.109375,-0.2578125,-0.0703125,0.046875
a06_s2_neutral_angry,6,2,neutral,angry,4,1.4375,1.0625,0.9375,0.84375,-0.234375,-0.359375,0.28125
a06_s2_neutral_angry,6,2,neutral,angry,5,0.71875,0.625,0.3125,0.34375,-0.03125,-0.34375,0.125
a06_s2_neutral_angry,6,2,neutral,angry,6,-0.5625,-0.5625,-0.78125,-0.625,0.078125,-0.140625,0.15625
a06_s2_neutral_angry,6,2,neutral,angry,7,0.6875,0.0,0.65625,0.3125,-0.515625,0.140625,0.34375
a06_s2_neutral_angry,6,2,neutral,angry,8,1.0,0.65625,0.96875,0.84375,-0.234375,0.078125,0.21875
a06_s2_neutral_angry,6,2,neutral,angry,9,1.96875,1.421875,1.734375,1.046875,-0.6171875,-0.3046875,-0.140625
a06_s2_neutral_angry,6,2,neutral,angry,10,0.703125,0.328125,0.9375,0.453125,-0.4296875,0.1796875,-0.109375
a06_s2_neutral_angry,6,2,neutral,angry,11,0.8125,0.4375,1.421875,0.609375,-0.59375,0.390625,-0.4375
a06_s2_neutral_angry,6,2,neutral,angry,12,-0.65625,-1.078125,-0.40625,-1.078125,-0.546875,0.125,-0.25
a06_s2_neutral_angry,6,2,neutral,angry,13,-1.1875,-0.65625,-0.890625,-0.546875,0.4375,0.203125,-0.1875
a06_s2_neutral_angry,6,2,neutral,angry,14,-1.265625,-1.203125,-1.5234375,-1.2578125,0.1640625,-0.15625,0.203125
a06_s2_neutral_angry,6,2,neutral,angry,15,-1.078125,-0.6640625,-1.0703125,-0.8203125,0.33203125,-0.07421875,-0.1640625
a06_s2_neutral_angry,6,2,neutral,angry,16,-1.265625,-1.5859375,-0.96875,-1.6962890625,-0.52392578125,0.09326171875,-0.4072265625
a06_s2_neutral_angry,6,2,neutral,angry,17,-1.5625,-0.6484375,-1.328125,-0.69921875,0.771484375,0.091796875,-0.28515625
a06_s2_neutral_angry,6,2,neutral,angry,18,0.21875,0.171875,0.3984375,0.0703125,-0.1875,0.0390625,-0.28125
a06_s2_neutral_angry,6,2,neutral,angry,19,-0.9765625,-0.916015625,-0.9765625,-0.833984375,0.1015625,0.041015625,0.08203125
a06_s2_neutral_angry,6,2,neutral,angry,20,-3.0078125,-2.734375,-3.15625,-2.8125,0.30859375,-0.11328125,0.0703125
a06_s2_neutral_angry,6,2,neutral,angry,21,-2.29296875,-2.03515625,-2.3369140625,-1.96875,0.31298828125,0.01123046875,0.1103515625
a06_s2_neutral_angry,6,2,neutral,angry,22,-2.111328125,-1.921875,-2.3261709213256836,-1.7421875,0.3867182731628418,-0.017577648162841797,0.3945302963256836
a06_s2_neutral_angry,6,2,neutral,angry,23,-3.30078125,-2.53515625,-3.78125,-1.96484375,1.291015625,0.044921875,1.05078125
a06_s2_neutral_angry,6,2,neutral,angry,24,-3.6640625,-3.884033203125,-4.0390625,-3.78125,0.0189208984375,-0.1361083984375,0.477783203125
a06_s2_neutral_angry,6,2,neutral,angry,25,-1.11328125,-2.578124523162842,-1.13671875,-1.671875,-0.9999997615814209,0.4414060115814209,0.9296870231628418
a06_s2_neutral_angry,6,2,neutral,angry,26,-2.375,-1.25,-2.5859375,-0.53125,1.58984375,0.25390625,0.9296875
a06_s2_neutral_angry,6,2,neutral,angry,27,-0.703125,-1.03125,-1.359375,-0.8125004768371582,0.1093747615814209,-0.2187502384185791,0.8749995231628418
a06_s2_neutral_angry,6,2,neutral,angry,28,0.375,-0.5625,0.4375,-0.4375,-0.90625,0.09375,0.0625
a07_s1_happy_sad,7,1,happy,sad,0,2.3046875,2.3046875,2.3046875,2.3046875,0.0,0.0,0.0
a07_s1_happy_sad,7,1,happy,sad,1,-0.25,-0.25,-0.2109375,-0.15625,0.02734375,0.06640625,0.0546875
a07_s1_happy_sad,7,1,happy,sad,2,-0.697265625,-0.69140625,-0.6015625,-0.59375,0.0068359375,0.0966796875,0.001953125
a07_s1_happy_sad,7,1,happy,sad,3,-0.6171875,-0.6328115463256836,-0.484375,-0.5625009536743164,-0.046875,0.1015615463256836,-0.06250190734863281
a07_s1_happy_sad,7,1,happy,sad,4,-0.171875,-0.234375,-0.171875,-0.28125,-0.0859375,-0.0234375,-0.046875
a07_s1_happy_sad,7,1,happy,sad,5,-0.71875,-0.875,-0.75,-0.953125,-0.1796875,-0.0546875,-0.046875
a07_s1_happy_sad,7,1,happy,sad,6,-1.78125,-1.84375,-1.9375,-1.90625,-0.015625,-0.109375,0.09375
a07_s1_happy_sad,7,1,happy,sad,7,-0.84375,-0.75,-0.9375,-0.90625,0.0625,-0.125,-0.0625
a07_s1_happy_sad,7,1,happy,sad,8,-1.5,-1.1875,-1.6875,-1.21875,0.390625,-0.109375,0.15625
a07_s1_happy_sad,7,1,happy,sad,9,0.53125,1.078125,0.375,0.96875,0.5703125,-0.1328125,0.046875
a07_s1_happy_sad,7,1,happy,sad,10,-2.4375,-1.609375,-2.4140625,-1.515625,0.86328125,0.05859375,0.0703125
a07_s1_happy_sad,7,1,happy,sad,11,-1.8125,-1.828125,-1.890625,-1.625,0.125,0.0625,0.28125
a07_s1_happy_sad,7,1,happy,sad,12,-2.46875,-2.28125,-2.59375,-2.0625,0.359375,0.046875,0.34375
a07_s1_happy_sad,7,1,happy,sad,13,-2.828125,-2.1875,-3.0312509536743164,-2.09375,0.7890629768371582,-0.0546879768371582,0.2968759536743164
a07_s1_happy_sad,7,1,happy,sad,14,-2.0390625,-1.5624990463256836,-2.3281240463256836,-1.609375,0.59765625,-0.16796875,0.2421855926513672
a07_s1_happy_sad,7,1,happy,sad,15,-1.703125,-0.875,-1.7265634536743164,-0.953125,0.8007817268371582,-0.0507817268371582,-0.054686546325683594
a07_s1_happy_sad,7,1,happy,sad,16,-2.9599609375,-1.9296875,-2.6357421875,-1.8671875,0.8994140625,0.193359375,-0.26171875
a07_s1_happy_sad,7,1,happy,sad,17,-2.58203125,-1.9140625,-2.3485107421875,-1.8125,0.60198974609375,0.16754150390625,-0.1319580078125
a07_s1_happy_sad,7,1,happy,sad,18,-3.0322265625,-2.8203125,-2.982421875,-2.6328125,0.28076171875,0.11865234375,0.1376953125
a07_s1_happy_sad,7,1,happy,sad,19,-1.69140625,-1.3203125,-1.54931640625,-1.2265625,0.346923828125,0.117919921875,-0.04833984375
a07_s1_happy_sad,7,1,happy,sad,20,-0.62890625,0.125,-0.3359375,0.078125,0.583984375,0.123046875,-0.33984375
a07_s1_happy_sad,7,1,happy,sad,21,-2.474609375,-1.046875,-2.02734375,-0.796875,1.3291015625,0.3486328125,-0.197265625
