mode,n,wer,wer_ci_low,wer_ci_high,exact_match
full,192,0.0008680555555555555,0.0,0.0026041666666666665,0.9947916666666666
no_continuous,192,1.2690972222222223,1.119769965277778,1.4192708333333333,0.0
no_discrete,192,0.001736111111111111,0.0,0.004340277777777777,0.9895833333333334
rolled_continuous,192,0.5607638888888888,0.5225694444444444,0.6032986111111112,0.07291666666666667
