pair_id,actor,statement,label_a,label_b,AA,AB,BA,BB,ME_C,ME_D,interaction
a14_s1_neutral_angry,14,1,neutral,angry,-4.874999828636646,4.187500238418579,-4.625000201165676,4.4375,9.06250013411045,0.24999969452619553,1.341104507446289e-07
a14_s1_happy_sad,14,1,happy,sad,1.8750000298023224,5.000000178813934,1.8750001192092896,4.375000178813934,2.8125001043081284,-0.3124999552965164,-0.6250000894069672
a14_s1_happy_angry,14,1,happy,angry,-1.25,5.374999523162842,-1.8750001192092896,4.6875,6.593749821186066,-0.6562498211860657,-0.062499403953552246
a14_s1_sad_angry,14,1,sad,angry,-0.9999999403953552,1.875,-1.7499999701976776,1.875,3.2499999552965164,-0.3750000149011612,0.7500000298023224
a14_s2_neutral_happy,14,2,neutral,happy,-2.624999962747097,0.9375,-1.999999925494194,0.375,2.9687499441206455,0.03125001862645149,-1.187500037252903
a14_s2_neutral_sad,14,2,neutral,sad,-3.249999962747097,2.25,-3.124999985098839,4.6875,6.656249973922968,1.281249988824129,2.312500022351742
a14_s2_neutral_angry,14,2,neutral,angry,-4.874999962747097,3.1875,-4.687499821186066,3.3125,8.031249891966581,0.15625007078051567,-0.06250014156103134
a14_s2_happy_sad,14,2,happy,sad,5.375,0.25,5.3749998807907104,1.125,-4.687499940395355,0.4374999403953552,0.8750001192092896
a14_s2_happy_angry,14,2,happy,angry,2.1875,4.25,1.3125,2.9375,1.84375,-1.09375,-0.4375
a14_s2_sad_angry,14,2,sad,angry,2.124999910593033,2.499999523162842,0.875,1.6875,0.5937498062849045,-1.0312497168779373,0.43750038743019104
a15_s1_neutral_happy,15,1,neutral,happy,-5.7499998696148396,-1.437499761581421,-5.687499828636646,-1.562500238418579,4.218749849125743,-0.03125021792948246,-0.1875005178153515
a15_s1_neutral_sad,15,1,neutral,sad,-3.7500001080334187,3.625,-3.3750000558793545,3.5000000596046448,7.125000111758709,0.12500005587935448,-0.4999999925494194
a15_s1_neutral_angry,15,1,neutral,angry,-5.1249998696148396,3.25,-4.937499791383743,3.0,8.156249830499291,-0.031249960884451866,-0.43750007823109627
a15_s1_happy_sad,15,1,happy,sad,4.062500178813934,4.9374998807907104,2.8749999403953552,4.687500059604645,1.3437499105930328,-0.7187500298023224,0.9375004172325134
a15_s1_happy_angry,15,1,happy,angry,1.937500238418579,3.5,2.5,3.6875,1.3749998807907104,0.37499988079071045,-0.3749997615814209
a15_s1_sad_angry,15,1,sad,angry,0.375,1.375,1.0000000298023224,0.25,0.1249999850988388,-0.2499999850988388,-1.7500000298023224
a15_s2_neutral_happy,15,2,neutral,happy,-5.624999772757292,-3.0625000596046448,-5.43750000372529,-4.062500178813934,1.9687497690320015,-0.406250175088644,-1.187499888241291
a15_s2_neutral_sad,15,2,neutral,sad,-3.250000011175871,0.8749999701976776,-3.3750001154839993,-0.125,3.687500048428774,-0.562500037252903,-0.8749998658895493
a15_s2_neutral_angry,15,2,neutral,angry,-4.874999772757292,0.25,-4.500000134110451,0.6250004768371582,5.12500019185245,0.3750000577419996,8.381903171539307e-07
a15_s2_happy_sad,15,2,happy,sad,3.562500238418579,3.5000001788139343,3.250000238418579,3.4375001192092896,0.06249991059303284,-0.1875000298023224,0.24999994039535522
a15_s2_happy_angry,15,2,happy,angry,2.812500238418579,1.4375,1.125,1.3750004768371582,-0.5624998807907104,-0.8749998807907104,1.6250007152557373
