pair_id,actor,statement,label_a,label_b,AA,AB,BA,BB,ME_C,ME_D,interaction
a07_s2_happy_sad,7,2,happy,sad,-1.375,-0.6875,-1.3125,-0.5,0.75,0.125,0.125
a07_s2_happy_angry,7,2,happy,angry,-0.1875,-0.375,0.0625,-0.125,-0.1875,0.25,0.0
a07_s2_sad_angry,7,2,sad,angry,0.0625,0.1875,0.1875,0.5,0.21875,0.21875,0.1875
a08_s1_neutral_happy,8,1,neutral,happy,-0.625,-0.75,-0.625,-0.8125,-0.15625,-0.03125,-0.0625
a08_s1_neutral_sad,8,1,neutral,sad,-1.5,-0.375,-1.5000004768371582,-0.625,1.000000238418579,-0.1250002384185791,-0.2499995231628418
a08_s1_neutral_angry,8,1,neutral,angry,-1.625,-1.375,-0.5625,-1.375,-0.28125,0.53125,-1.0625
a08_s1_happy_sad,8,1,happy,sad,-0.75,-0.6875,-0.75,-1.1875,-0.1875,-0.25,-0.5
a08_s1_happy_angry,8,1,happy,angry,-0.9375,-1.75,-0.5,-1.3125,-0.8125,0.4375,0.0
a08_s1_sad_angry,8,1,sad,angry,-0.7499995231628418,-0.8124995231628418,0.0625,-0.5,-0.3125,0.5624995231628418,-0.5
a08_s2_neutral_happy,8,2,neutral,happy,0.0625,-0.0625,0.25,0.5625,0.09375,0.40625,0.4375
a08_s2_neutral_sad,8,2,neutral,sad,-0.5,-0.4375,-0.5625,-0.375,0.125,0.0,0.125
a08_s2_neutral_angry,8,2,neutral,angry,0.1875,0.8125,0.25,0.5,0.4375,-0.125,-0.375
a08_s2_happy_sad,8,2,happy,sad,-0.875,-0.8125,-0.9375,-0.6875,0.15625,0.03125,0.1875
a08_s2_happy_angry,8,2,happy,angry,-0.125,0.625,0.0,0.0,0.375,-0.25,-0.75
a08_s2_sad_angry,8,2,sad,angry,0.3125,1.0,0.0625,1.0,0.8125,-0.125,0.25
a09_s1_neutral_happy,9,1,neutral,happy,0.0625,-0.0625,0.3125,0.0625,-0.1875,0.1875,-0.125
a09_s1_neutral_sad,9,1,neutral,sad,-0.75,-0.25,-0.6875,-0.5625,0.3125,-0.125,-0.375
a09_s1_neutral_angry,9,1,neutral,angry,-0.75,-0.6875,-0.8125,-0.625,0.125,0.0,0.125
a09_s1_happy_sad,9,1,happy,sad,-0.625,-0.4375,-0.8125,-0.75,0.125,-0.25,-0.125
a09_s1_happy_angry,9,1,happy,angry,-1.0,-0.7500004768371582,-1.0625,-0.9375,0.1874997615814209,-0.1249997615814209,-0.1249995231628418
a09_s1_sad_angry,9,1,sad,angry,-0.1875,0.0625,-0.4375,-0.3125,0.1875,-0.3125,-0.125
a09_s2_neutral_happy,9,2,neutral,happy,0.5,0.625,0.5,0.625,0.125,0.0,0.0
a09_s2_neutral_sad,9,2,neutral,sad,-0.25,-0.3125,-0.3125,-0.625,-0.1875,-0.1875,-0.25
a09_s2_neutral_angry,9,2,neutral,angry,0.1875,0.5625,0.25,0.0625,0.09375,-0.21875,-0.5625
a09_s2_happy_sad,9,2,happy,sad,-1.125,-0.9375,-1.1875,-1.125,0.125,-0.125,-0.125
a09_s2_happy_angry,9,2,happy,angry,0.1875,0.25,0.1875,-0.0625,-0.09375,-0.15625,-0.3125
a09_s2_sad_angry,9,2,sad,angry,0.75,1.25,0.375,0.25,0.1875,-0.6875,-0.625
a10_s1_neutral_happy,10,1,neutral,happy,0.0,0.0,-0.125,-0.375,-0.125,-0.25,-0.25
a10_s1_neutral_sad,10,1,neutral,sad,-0.9375,-0.3125,-0.6875,-0.8125,0.25,-0.125,-0.75
a10_s1_neutral_angry,10,1,neutral,angry,-1.875,-1.4375,-1.75,-1.5625,0.3125,0.0,-0.25
a10_s1_happy_sad,10,1,happy,sad,-1.125,-0.625,-0.5625,-0.4375,0.3125,0.375,-0.375
a10_s1_happy_angry,10,1,happy,angry,-1.0,-1.0625,-0.8125,-1.625,-0.4375,-0.1875,-0.75
a10_s1_sad_angry,10,1,sad,angry,-0.3125,-1.125,-0.9375,-1.0,-0.4375,-0.25,0.75
a10_s2_neutral_happy,10,2,neutral,happy,0.1875,0.25,0.25,0.5625,0.1875,0.1875,0.25
a10_s2_neutral_sad,10,2,neutral,sad,-0.6875,-0.3125,-0.75,0.125,0.625,0.1875,0.5
a10_s2_neutral_angry,10,2,neutral,angry,0.125,-0.5,0.125,-0.25,-0.5,0.125,0.25
a10_s2_happy_sad,10,2,happy,sad,-1.1875,-0.71875,-0.625,-0.375,0.359375,0.453125,-0.21875
a10_s2_happy_angry,10,2,happy,angry,-0.3125,-0.6875,-0.8125,-0.75,-0.15625,-0.28125,0.4375
a10_s2_sad_angry,10,2,sad,angry,-0.0625,0.75,-0.125,0.0,0.46875,-0.40625,-0.6875
a11_s1_neutral_happy,11,1,neutral,happy,-0.625,0.3125,0.3125,0.3125,0.46875,0.46875,-0.9375
a11_s1_neutral_sad,11,1,neutral,sad,-1.09375,-2.0625,-0.8125,-1.125,-0.640625,0.609375,0.65625
a11_s1_neutral_angry,11,1,neutral,angry,-1.4375,-1.0625,-1.375,-1.0,0.375,0.0625,0.0
a11_s1_happy_sad,11,1,happy,sad,-0.6875,-0.8125,-0.625,-0.75,-0.125,0.0625,0.0
a11_s1_happy_angry,11,1,happy,angry,-1.375,-0.8125,-1.4375,-1.25,0.375,-0.25,-0.375
a11_s1_sad_angry,11,1,sad,angry,-0.25,-0.8125,0.0625,-0.6875,-0.65625,0.21875,-0.1875
a11_s2_neutral_happy,11,2,neutral,happy,0.3125,0.25,0.3125,0.5,0.0625,0.125,0.25
a11_s2_neutral_sad,11,2,neutral,sad,-0.25,-0.1875,-0.375,-0.25,0.09375,-0.09375,0.0625
a11_s2_neutral_angry,11,2,neutral,angry,0.25,-0.0625,0.125,0.0,-0.21875,-0.03125,0.1875
a11_s2_happy_sad,11,2,happy,sad,-0.25,-1.0,-0.25,-0.5625,-0.53125,0.21875,0.4375
a11_s2_happy_angry,11,2,happy,angry,-0.4375,-0.25,-0.1875,-0.4375,-0.03125,0.03125,-0.4375
a11_s2_sad_angry,11,2,sad,angry,0.875,0.625,1.0,0.125,-0.5625,-0.1875,-0.625
a12_s1_neutral_happy,12,1,neutral,happy,-0.1875,-0.1875,0.0,-0.375,-0.1875,0.0,-0.375
a12_s1_neutral_sad,12,1,neutral,sad,-1.0625,-1.375,-1.3125,-1.4375,-0.21875,-0.15625,0.1875
a12_s1_neutral_angry,12,1,neutral,angry,-1.53125,-1.4375,-1.6875,-2.1875,-0.203125,-0.453125,-0.59375
a12_s1_happy_sad,12,1,happy,sad,-0.8125,-1.125,-0.5625,-0.625,-0.1875,0.375,0.25
a12_s1_happy_angry,12,1,happy,angry,-1.5,-1.4375,-1.375,-1.625,-0.09375,-0.03125,-0.3125
a12_s1_sad_angry,12,1,sad,angry,-0.6875,-0.5625,-0.375,-0.625,-0.0625,0.125,-0.375
a12_s2_neutral_happy,12,2,neutral,happy,0.5625,0.6875,0.375,0.4375,0.09375,-0.21875,-0.0625
a12_s2_neutral_sad,12,2,neutral,sad,-0.125,-0.875,-0.75,-0.9999995231628418,-0.4999997615814209,-0.3749997615814209,0.5000004768371582
a12_s2_neutral_angry,12,2,neutral,angry,0.0,-0.125,-0.3125,0.0625,0.125,-0.0625,0.5
a12_s2_happy_sad,12,2,happy,sad,-0.9375,-1.3437504768371582,-0.9375,-1.2499995231628418,-0.359375,0.0468754768371582,0.0937509536743164
a12_s2_happy_angry,12,2,happy,angry,-0.3125,0.4375,0.125,0.125,0.375,0.0625,-0.75
a12_s2_sad_angry,12,2,sad,angry,1.4374995231628418,0.5,1.4374995231628418,1.0625,-0.6562495231628418,0.28125,0.5625
a13_s1_neutral_happy,13,1,neutral,happy,-0.125,0.375,0.5625,-0.125,-0.09375,0.09375,-1.1875
a13_s1_neutral_sad,13,1,neutral,sad,-1.0,-0.9375,-0.375,-1.0,-0.28125,0.28125,-0.6875
a13_s1_neutral_angry,13,1,neutral,angry,-1.3125,-1.125,-1.6249995231628418,-1.3125,0.2499997615814209,-0.2499997615814209,0.1249995231628418
a13_s1_happy_sad,13,1,happy,sad,-1.0625,-0.6875,-1.0625,-0.75,0.34375,-0.03125,-0.0625
a13_s1_happy_angry,13,1,happy,angry,-1.4375,-1.4375,-1.125,-1.375,-0.125,0.1875,-0.25
a13_s1_sad_angry,13,1,sad,angry,-0.375,-0.5,-0.6875,-0.625,-0.03125,-0.21875,0.1875
a13_s2_neutral_happy,13,2,neutral,happy,0.375,0.1875,0.25,0.125,-0.15625,-0.09375,0.0625
a13_s2_neutral_sad,13,2,neutral,sad,-0.625,-0.8125,-0.3125,0.0,0.0625,0.5625,0.5
a13_s2_neutral_angry,13,2,neutral,angry,0.3125,-0.3125,0.3125,0.0625,-0.4375,0.1875,0.375
a13_s2_happy_sad,13,2,happy,sad,-0.6875,-1.125,-0.5,-0.6875,-0.3125,0.3125,0.25
a13_s2_happy_angry,13,2,happy,angry,-0.125,-0.5,-0.5,-0.25,-0.0625,-0.0625,0.625
