mode,n,wer_micro,wer_mean,exact_match,mean_seconds,errors
full,96,0.0,0.0,1.0,0.2622041666666667,0
no_continuous,96,1.2170138888888888,1.217013888888889,0.0,0.357515625,0
no_discrete,96,0.0,0.0,1.0,0.25184687499999997,0
rolled_continuous,96,0.578125,0.578125,0.010416666666666666,0.18783645833333332,0
