metric,mean,ci_low,ci_high
ME_C,-0.09872070687512556,-0.12311524018955727,-0.07289615949429573
ME_D,0.03741862359146277,0.019416757050280772,0.05595727753639221
interaction,-0.14179036214947702,-0.1761005740513404,-0.10774705921982727
acoustic_follow,0.23958333333333337,0.23083333333333336,0.248125
discrete_follow,0.25479166666666664,0.2477083333333333,0.2620833333333333
other,0.505625,0.49687500000000007,0.5141666666666667
matched_accuracy,0.251875,0.24125,0.2625
