metric,mean,ci_low,ci_high
ME_C,4.428216139983948,4.316897779316957,4.536776356840531
ME_D,-0.01350260347787601,-0.03515722439495039,0.009101890936278624
interaction,-0.02585937244313148,-0.0651308598784514,0.013152340866772024
acoustic_follow,0.6760416666666665,0.666875,0.6852083333333333
discrete_follow,0.10791666666666667,0.10416666666666669,0.11166666666666666
other,0.21604166666666672,0.20979166666666668,0.2225
matched_accuracy,0.660625,0.65,0.67125
