mode,n,wer_micro,wer_mean,exact_match,mean_seconds,errors
full,96,0.001736111111111111,0.001736111111111111,0.9895833333333334,0.2868,0
no_continuous,96,1.3211805555555556,1.3211805555555556,0.0,0.31173645833333335,0
no_discrete,96,0.003472222222222222,0.003472222222222222,0.9791666666666666,0.26790937499999995,0
rolled_continuous,96,0.5434027777777778,0.5434027777777778,0.13541666666666666,0.21658854166666672,0
