pair_id,actor,statement,label_a,label_b,layer,AA,AB,BA,BB,ME_C,ME_D,interaction
a02_s1_neutral_angry,2,1,neutral,angry,20,-0.4375004768371582,0.625,-0.25,0.671875,0.9921877384185791,0.1171877384185791,-0.1406254768371582
a02_s1_neutral_angry,2,1,neutral,angry,21,-1.9687495231628418,0.34375,-1.9062504768371582,0.328125,2.2734375,0.023437023162841797,-0.0781240463256836
a02_s1_neutral_angry,2,1,neutral,angry,22,-3.09375,0.109375,-2.84375,0.28125,3.1640625,0.2109375,-0.078125
a02_s1_neutral_angry,2,1,neutral,angry,23,-4.281249761581421,-1.28125,-4.09375,-1.125,2.9843748807907104,0.17187488079071045,-0.0312497615814209
a02_s1_neutral_angry,2,1,neutral,angry,24,-6.968749940395355,-1.671875,-6.624999970197678,-1.625,5.148437455296516,0.1953124850988388,-0.2968749701976776
a02_s1_neutral_angry,2,1,neutral,angry,25,-9.406250327825546,3.0625,-9.499999761581421,2.249999523162842,12.109374806284904,-0.4531249552965164,-0.7187510430812836
a02_s1_neutral_angry,2,1,neutral,angry,26,-8.312499552965164,5.312500476837158,-8.187500208616257,4.59375,13.20312511920929,-0.29687556624412537,-0.8437498211860657
a02_s1_neutral_angry,2,1,neutral,angry,27,-9.687499825842679,6.062500476837158,-9.31249971780926,4.906250476837158,14.984375248663127,-0.3906249459832907,-1.5312501080334187
a02_s1_neutral_angry,2,1,neutral,angry,28,-5.124999910593033,6.000000238418579,-4.937500208616257,5.125,10.593750178813934,-0.3437502682209015,-1.0624999403953552
a02_s2_happy_sad,2,2,happy,sad,0,2.0703125,2.0703125,2.0703125,2.0703125,0.0,0.0,0.0
a02_s2_happy_sad,2,2,happy,sad,1,-0.3603515625,-0.265625,-0.40625,-0.255859375,0.12255859375,-0.01806640625,0.0556640625
a02_s2_happy_sad,2,2,happy,sad,2,-1.263671875,-1.13671875,-1.2734375,-1.115234375,0.142578125,0.005859375,0.03125
a02_s2_happy_sad,2,2,happy,sad,3,-1.6796875,-1.5312509536743164,-1.703125,-1.4921875,0.1796870231628418,0.007812976837158203,0.0625009536743164
a02_s2_happy_sad,2,2,happy,sad,4,-2.15625,-1.703125,-2.15625,-1.6875,0.4609375,0.0078125,0.015625
a02_s2_happy_sad,2,2,happy,sad,5,-1.578125,-1.375,-1.59375,-1.40625,0.1953125,-0.0234375,-0.015625
a02_s2_happy_sad,2,2,happy,sad,6,-1.359375,-1.296875,-1.28125,-1.25,0.046875,0.0625,-0.03125
a02_s2_happy_sad,2,2,happy,sad,7,-0.640625,-0.421875,-0.546875,-0.40625,0.1796875,0.0546875,-0.078125
a02_s2_happy_sad,2,2,happy,sad,8,-0.46875,-0.1640625,-0.66015625,-0.2734375,0.345703125,-0.150390625,0.08203125
a02_s2_happy_sad,2,2,happy,sad,9,2.2421875,2.50390625,1.984375,2.43359375,0.35546875,-0.1640625,0.1875
a02_s2_happy_sad,2,2,happy,sad,10,-1.9804697036743164,-1.361328125,-1.91796875,-1.275390625,0.6308598518371582,0.0742192268371582,0.023436546325683594
a02_s2_happy_sad,2,2,happy,sad,11,-1.9921875,-1.328125,-2.0,-1.15625,0.75390625,0.08203125,0.1796875
a02_s2_happy_sad,2,2,happy,sad,12,-2.02734375,-1.4121084213256836,-2.3671884536743164,-1.40625,0.7880868911743164,-0.1669931411743164,0.345703125
a02_s2_happy_sad,2,2,happy,sad,13,-0.0234375,2.416015625,-0.1337890625,2.6015625,2.58740234375,0.03759765625,0.2958984375
a02_s2_happy_sad,2,2,happy,sad,14,-0.140625,1.28125,-0.390625,1.40625,1.609375,-0.0625,0.375
a02_s2_happy_sad,2,2,happy,sad,15,1.078125,1.828125,1.015625,1.984375,0.859375,0.046875,0.21875
a02_s2_happy_sad,2,2,happy,sad,16,0.1875,0.65625,0.140625,0.640625,0.484375,-0.03125,0.03125
a02_s2_happy_sad,2,2,happy,sad,17,-0.375,0.09375,-0.15625,0.09375,0.359375,0.109375,-0.21875
a02_s2_happy_sad,2,2,happy,sad,18,-0.375,0.0,-0.15625,0.2812495231628418,0.4062497615814209,0.2499997615814209,0.0624995231628418
a02_s2_happy_sad,2,2,happy,sad,19,0.34375,-0.1875,0.34375,0.25,-0.3125,0.21875,0.4375
a02_s2_happy_sad,2,2,happy,sad,20,0.71875,1.125,0.8125,1.40625,0.5,0.1875,0.1875
a02_s2_happy_sad,2,2,happy,sad,21,0.71875,0.4375,0.46875,0.84375,0.046875,0.078125,0.65625
