system,seed,conflict,generator,metric,mean,ci_low,ci_high,n
ordinary_lora_layer22,20260903,True,F5TTS,other,0.10256410256410256,0.07371794871794872,0.13063063063063063,312
ordinary_lora_layer22,20260903,True,F5TTS,acoustic_margin,-0.5460737219963891,-1.2633085316127894,0.041833267842242845,312
ordinary_lora_layer22,20260903,True,STYLE,acoustic_correct,0.5641025641025641,0.509009009009009,0.6151515151515151,312
ordinary_lora_layer22,20260903,True,STYLE,semantic_follow,0.3076923076923077,0.25862068965517243,0.3707482993197279,312
ordinary_lora_layer22,20260903,True,STYLE,other,0.1282051282051282,0.09420289855072464,0.15766736564150344,312
ordinary_lora_layer22,20260903,True,STYLE,acoustic_margin,1.8956330009356093,1.320790063189527,2.4098536738836627,312
ordinary_lora_layer22,20260904,False,COSY,acoustic_correct,0.8269230769230769,0.7653061224489796,0.8875,104
ordinary_lora_layer22,20260904,False,COSY,semantic_follow,0.8269230769230769,0.7653061224489796,0.8875,104
ordinary_lora_layer22,20260904,False,COSY,other,0.17307692307692307,0.1125,0.23469387755102042,104
ordinary_lora_layer22,20260904,False,COSY,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260904,False,F5TTS,acoustic_correct,0.9134615384615384,0.8557692307692307,0.9693877551020408,104
ordinary_lora_layer22,20260904,False,F5TTS,semantic_follow,0.9134615384615384,0.8557692307692307,0.9693877551020408,104
ordinary_lora_layer22,20260904,False,F5TTS,other,0.08653846153846154,0.030612244897959183,0.14423076923076922,104
ordinary_lora_layer22,20260904,False,F5TTS,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260904,False,STYLE,acoustic_correct,0.7980769230769231,0.7327586206896551,0.8673469387755102,104
ordinary_lora_layer22,20260904,False,STYLE,semantic_follow,0.7980769230769231,0.7327586206896551,0.8673469387755102,104
ordinary_lora_layer22,20260904,False,STYLE,other,0.20192307692307693,0.1326530612244898,0.2672413793103448,104
ordinary_lora_layer22,20260904,False,STYLE,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260904,True,COSY,acoustic_correct,0.48717948717948717,0.43410852713178294,0.536036036036036,312
ordinary_lora_layer22,20260904,True,COSY,semantic_follow,0.3108974358974359,0.26865671641791045,0.3643410852713178,312
ordinary_lora_layer22,20260904,True,COSY,other,0.20192307692307693,0.16175704656862747,0.2375,312
ordinary_lora_layer22,20260904,True,COSY,acoustic_margin,1.367387816167768,0.8046150461928905,1.8015452076105463,312
ordinary_lora_layer22,20260904,True,F5TTS,acoustic_correct,0.3782051282051282,0.2972972972972973,0.4454022988505747,312
ordinary_lora_layer22,20260904,True,F5TTS,semantic_follow,0.5128205128205128,0.43988482193329564,0.6085271317829457,312
ordinary_lora_layer22,20260904,True,F5TTS,other,0.10897435897435898,0.07083333333333333,0.14423076923076922,312
ordinary_lora_layer22,20260904,True,F5TTS,acoustic_margin,-0.4935897467481155,-1.2088570888308603,0.06412293546732986,312
ordinary_lora_layer22,20260904,True,STYLE,acoustic_correct,0.5673076923076923,0.5114942528735632,0.6190476190476191,312
ordinary_lora_layer22,20260904,True,STYLE,semantic_follow,0.30128205128205127,0.2552083333333333,0.3625,312
ordinary_lora_layer22,20260904,True,STYLE,other,0.13141025641025642,0.0913978494623656,0.16666666666666666,312
ordinary_lora_layer22,20260904,True,STYLE,acoustic_margin,2.0358573704962533,1.4539616994458118,2.5369349143336346,312
ordinary_lora_layer22,20260905,False,COSY,acoustic_correct,0.7884615384615384,0.7065217391304348,0.8571428571428571,104
ordinary_lora_layer22,20260905,False,COSY,semantic_follow,0.7884615384615384,0.7065217391304348,0.8571428571428571,104
ordinary_lora_layer22,20260905,False,COSY,other,0.21153846153846154,0.14285714285714285,0.29347826086956524,104
ordinary_lora_layer22,20260905,False,COSY,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260905,False,F5TTS,acoustic_correct,0.9423076923076923,0.8979591836734694,0.9821582512315268,104
ordinary_lora_layer22,20260905,False,F5TTS,semantic_follow,0.9423076923076923,0.8979591836734694,0.9821582512315268,104
ordinary_lora_layer22,20260905,False,F5TTS,other,0.057692307692307696,0.01784174876847292,0.10204081632653061,104
ordinary_lora_layer22,20260905,False,F5TTS,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260905,False,STYLE,acoustic_correct,0.8557692307692307,0.7794117647058824,0.921888469827586,104
ordinary_lora_layer22,20260905,False,STYLE,semantic_follow,0.8557692307692307,0.7794117647058824,0.921888469827586,104
ordinary_lora_layer22,20260905,False,STYLE,other,0.14423076923076922,0.0781115301724138,0.22058823529411764,104
ordinary_lora_layer22,20260905,False,STYLE,acoustic_margin,0.0,0.0,0.0,104
ordinary_lora_layer22,20260905,True,COSY,acoustic_correct,0.46153846153846156,0.4057971014492754,0.5170068027210885,312
ordinary_lora_layer22,20260905,True,COSY,semantic_follow,0.3173076923076923,0.2677595628415301,0.3787878787878788,312
ordinary_lora_layer22,20260905,True,COSY,other,0.22115384615384615,0.16119511965328812,0.2751937984496124,312
ordinary_lora_layer22,20260905,True,COSY,acoustic_margin,1.0476762926175116,0.501294582869261,1.5004920387949046,312
ordinary_lora_layer22,20260905,True,F5TTS,acoustic_correct,0.3942307692307692,0.32051282051282054,0.46174863387978143,312
ordinary_lora_layer22,20260905,True,F5TTS,semantic_follow,0.4967948717948718,0.42447324810606063,0.5813953488372093,312
ordinary_lora_layer22,20260905,True,F5TTS,other,0.10897435897435898,0.07751937984496124,0.14081012378426164,312
ordinary_lora_layer22,20260905,True,F5TTS,acoustic_margin,-0.46013621440378744,-1.1129807663396547,0.07212121243539671,312
ordinary_lora_layer22,20260905,True,STYLE,acoustic_correct,0.6025641025641025,0.5544871794871795,0.6541666666666667,312
ordinary_lora_layer22,20260905,True,STYLE,semantic_follow,0.28846153846153844,0.24149659863945577,0.34057971014492755,312
ordinary_lora_layer22,20260905,True,STYLE,other,0.10897435897435898,0.08064516129032258,0.13387978142076504,312
ordinary_lora_layer22,20260905,True,STYLE,acoustic_margin,2.1730769297769608,1.5928238145490365,2.721921170610819,312
branch_full,0,False,ALL,acoustic_correct,0.782051282051282,0.7380842151675485,0.8263888888888888,312
branch_full,0,False,ALL,semantic_follow,0.782051282051282,0.7380842151675485,0.8263888888888888,312
branch_full,0,False,ALL,other,0.21794871794871795,0.1736111111111111,0.26191578483245137,312
branch_full,0,False,ALL,acoustic_margin,0.0,0.0,0.0,312
branch_full,0,True,ALL,acoustic_correct,0.4358974358974359,0.39952718676122934,0.4703081098339719,936
branch_full,0,True,ALL,semantic_follow,0.3717948717948718,0.33235867446393763,0.41782407407407407,936
branch_full,0,True,ALL,other,0.19230769230769232,0.16326353458049886,0.2199546485260771,936
branch_full,0,True,ALL,acoustic_margin,0.1839610005218464,-0.0788867265877262,0.4174503272438617,936
branch_no_continuous,0,False,ALL,acoustic_correct,0.4967948717948718,0.4528301886792453,0.5451388888888888,312
branch_no_continuous,0,False,ALL,semantic_follow,0.4967948717948718,0.4528301886792453,0.5451388888888888,312
branch_no_continuous,0,False,ALL,other,0.5032051282051282,0.4548611111111111,0.5471698113207547,312
branch_no_continuous,0,False,ALL,acoustic_margin,0.0,0.0,0.0,312
branch_no_continuous,0,True,ALL,acoustic_correct,0.2553418803418803,0.2297008547008547,0.2789351851851852,936
branch_no_continuous,0,True,ALL,semantic_follow,0.37606837606837606,0.3389806967984934,0.41898148148148145,936
branch_no_continuous,0,True,ALL,other,0.3685897435897436,0.33212493290391837,0.40079559601618425,936
branch_no_continuous,0,True,ALL,acoustic_margin,-0.2257612135866259,-0.35497788254389795,-0.10572730029665219,936
branch_no_discrete,0,False,ALL,acoustic_correct,0.7884615384615384,0.7467948717948718,0.8298611111111112,312
branch_no_discrete,0,False,ALL,semantic_follow,0.7884615384615384,0.7467948717948718,0.8298611111111112,312
branch_no_discrete,0,False,ALL,other,0.21153846153846154,0.1701388888888889,0.2532051282051282,312
branch_no_discrete,0,False,ALL,acoustic_margin,0.0,0.0,0.0,312
branch_no_discrete,0,True,ALL,acoustic_correct,0.4017094017094017,0.35959453020773774,0.44047619047619047,936
branch_no_discrete,0,True,ALL,semantic_follow,0.42094017094017094,0.37777777777777777,0.4727277491900133,936
branch_no_discrete,0,True,ALL,other,0.17735042735042736,0.14965986394557823,0.2030972506830601,936
branch_no_discrete,0,True,ALL,acoustic_margin,-0.02457265450214195,-0.3036203598166979,0.22947885342467417,936
branch_rolled_continuous,0,False,ALL,acoustic_correct,0.7532051282051282,0.7083333333333334,0.7987421383647799,312
branch_rolled_continuous,0,False,ALL,semantic_follow,0.7532051282051282,0.7083333333333334,0.7987421383647799,312
branch_rolled_continuous,0,False,ALL,other,0.2467948717948718,0.20125786163522014,0.2916666666666667,312
branch_rolled_continuous,0,False,ALL,acoustic_margin,0.0,0.0,0.0,312
branch_rolled_continuous,0,True,ALL,acoustic_correct,0.3247863247863248,0.28975840336134456,0.35883561020036425,936
branch_rolled_continuous,0,True,ALL,semantic_follow,0.4797008547008547,0.43636363636363634,0.5277777777777778,936
branch_rolled_continuous,0,True,ALL,other,0.1955128205128205,0.16784869976359337,0.2211543501048218,936
branch_rolled_continuous,0,True,ALL,acoustic_margin,-0.7839209375630379,-1.043973653133865,-0.5365594516986348,936
decision_adapter_layer25,20260903,False,ALL,acoustic_correct,0.8012820512820513,0.7592592592592593,0.8442028985507246,312
decision_adapter_layer25,20260903,False,ALL,semantic_follow,0.8012820512820513,0.7592592592592593,0.8442028985507246,312
decision_adapter_layer25,20260903,False,ALL,other,0.1987179487179487,0.15579710144927536,0.24074074074074073,312
decision_adapter_layer25,20260903,False,ALL,acoustic_margin,0.0,0.0,0.0,312
decision_adapter_layer25,20260903,True,ALL,acoustic_correct,0.49252136752136755,0.45726495726495725,0.5243684210526316,936
decision_adapter_layer25,20260903,True,ALL,semantic_follow,0.3333333333333333,0.29563492063492064,0.37868738404452684,936
decision_adapter_layer25,20260903,True,ALL,other,0.17414529914529914,0.14814814814814814,0.1987179487179487,936
decision_adapter_layer25,20260903,True,ALL,acoustic_margin,0.7066639926526834,0.3544339583202351,1.02175991328234,936
decision_adapter_layer25,20260904,False,ALL,acoustic_correct,0.8269230769230769,0.7878787878787878,0.8645833333333334,312
decision_adapter_layer25,20260904,False,ALL,semantic_follow,0.8269230769230769,0.7878787878787878,0.8645833333333334,312
decision_adapter_layer25,20260904,False,ALL,other,0.17307692307692307,0.13541666666666666,0.21212121212121213,312
decision_adapter_layer25,20260904,False,ALL,acoustic_margin,0.0,0.0,0.0,312
decision_adapter_layer25,20260904,True,ALL,acoustic_correct,0.5042735042735043,0.4632853835978836,0.5426587301587301,936
decision_adapter_layer25,20260904,True,ALL,semantic_follow,0.3333333333333333,0.2947269303201507,0.38005216640085054,936
decision_adapter_layer25,20260904,True,ALL,other,0.1623931623931624,0.13657407407407407,0.18724279835390947,936
decision_adapter_layer25,20260904,True,ALL,acoustic_margin,0.8691239363009421,0.5188615314104363,1.1944488573515262,936
decision_adapter_layer25,20260905,False,ALL,acoustic_correct,0.8141025641025641,0.7727272727272727,0.8555555555555555,312
decision_adapter_layer25,20260905,False,ALL,semantic_follow,0.8141025641025641,0.7727272727272727,0.8555555555555555,312
decision_adapter_layer25,20260905,False,ALL,other,0.1858974358974359,0.14444444444444443,0.22727272727272727,312
decision_adapter_layer25,20260905,False,ALL,acoustic_margin,0.0,0.0,0.0,312
decision_adapter_layer25,20260905,True,ALL,acoustic_correct,0.4775641025641026,0.44196873102610806,0.5092592592592593,936
decision_adapter_layer25,20260905,True,ALL,semantic_follow,0.35683760683760685,0.3187120710581485,0.4025157232704403,936
decision_adapter_layer25,20260905,True,ALL,other,0.1655982905982906,0.1388888888888889,0.19123931623931623,936
decision_adapter_layer25,20260905,True,ALL,acoustic_margin,0.6402243608439692,0.31477527193496013,0.9372329093964619,936
full_sequence_adapter_layer22,20260903,False,ALL,acoustic_correct,0.8141025641025641,0.7756410256410257,0.8531073446327684,312
full_sequence_adapter_layer22,20260903,False,ALL,semantic_follow,0.8141025641025641,0.7756410256410257,0.8531073446327684,312
full_sequence_adapter_layer22,20260903,False,ALL,other,0.1858974358974359,0.14689265536723164,0.22435897435897437,312
full_sequence_adapter_layer22,20260903,False,ALL,acoustic_margin,0.0,0.0,0.0,312
full_sequence_adapter_layer22,20260903,True,ALL,acoustic_correct,0.4668803418803419,0.42995169082125606,0.5011349930042939,936
full_sequence_adapter_layer22,20260903,True,ALL,semantic_follow,0.3717948717948718,0.3311965811965812,0.41939275710284113,936
full_sequence_adapter_layer22,20260903,True,ALL,other,0.16132478632478633,0.13333333333333333,0.18736383442265794,936
full_sequence_adapter_layer22,20260903,True,ALL,acoustic_margin,0.4698851483806363,0.14290624555600678,0.7613613905375332,936
full_sequence_adapter_layer22,20260904,False,ALL,acoustic_correct,0.8076923076923077,0.7692307692307693,0.8472296099290779,312
full_sequence_adapter_layer22,20260904,False,ALL,semantic_follow,0.8076923076923077,0.7692307692307693,0.8472296099290779,312
full_sequence_adapter_layer22,20260904,False,ALL,other,0.19230769230769232,0.152770390070922,0.23076923076923078,312
full_sequence_adapter_layer22,20260904,False,ALL,acoustic_margin,0.0,0.0,0.0,312
full_sequence_adapter_layer22,20260904,True,ALL,acoustic_correct,0.48183760683760685,0.4444444444444444,0.5155945419103314,936
full_sequence_adapter_layer22,20260904,True,ALL,semantic_follow,0.36324786324786323,0.32485694625525136,0.4088912529550827,936
full_sequence_adapter_layer22,20260904,True,ALL,other,0.15491452991452992,0.13004983344079088,0.17819706498951782,936
full_sequence_adapter_layer22,20260904,True,ALL,acoustic_margin,0.5522836552550777,0.17402743819070265,0.8940534610173138,936
full_sequence_adapter_layer22,20260905,False,ALL,acoustic_correct,0.7788461538461539,0.7368421052631579,0.8224043715846995,312
full_sequence_adapter_layer22,20260905,False,ALL,semantic_follow,0.7788461538461539,0.7368421052631579,0.8224043715846995,312
full_sequence_adapter_layer22,20260905,False,ALL,other,0.22115384615384615,0.17759562841530055,0.2631578947368421,312
full_sequence_adapter_layer22,20260905,False,ALL,acoustic_margin,0.0,0.0,0.0,312
full_sequence_adapter_layer22,20260905,True,ALL,acoustic_correct,0.46153846153846156,0.42671276595744684,0.4943315461777932,936
full_sequence_adapter_layer22,20260905,True,ALL,semantic_follow,0.34935897435897434,0.30896686159844056,0.39651416122004357,936
full_sequence_adapter_layer22,20260905,True,ALL,other,0.1891025641025641,0.15942028985507245,0.21677735610373178,936
full_sequence_adapter_layer22,20260905,True,ALL,acoustic_margin,0.597889963147538,0.250917167417156,0.9040986038147775,936
ordinary_lora_layer22,20260903,False,ALL,acoustic_correct,0.8461538461538461,0.806060606060606,0.8840579710144928,312
ordinary_lora_layer22,20260903,False,ALL,semantic_follow,0.8461538461538461,0.806060606060606,0.8840579710144928,312
ordinary_lora_layer22,20260903,False,ALL,other,0.15384615384615385,0.11594202898550725,0.19393939393939394,312
ordinary_lora_layer22,20260903,False,ALL,acoustic_margin,0.0,0.0,0.0,312
ordinary_lora_layer22,20260903,True,ALL,acoustic_correct,0.4700854700854701,0.4298245614035088,0.5079365079365079,936
ordinary_lora_layer22,20260903,True,ALL,semantic_follow,0.375,0.33101728723404256,0.42517006802721086,936
ordinary_lora_layer22,20260903,True,ALL,other,0.15491452991452992,0.1288888888888889,0.1808080808080808,936
ordinary_lora_layer22,20260903,True,ALL,acoustic_margin,0.7863915511792056,0.3382843206770658,1.2067187759837363,936
ordinary_lora_layer22,20260904,False,ALL,acoustic_correct,0.8461538461538461,0.8076923076923077,0.8829787234042553,312
ordinary_lora_layer22,20260904,False,ALL,semantic_follow,0.8461538461538461,0.8076923076923077,0.8829787234042553,312
ordinary_lora_layer22,20260904,False,ALL,other,0.15384615384615385,0.11702127659574468,0.19230769230769232,312
ordinary_lora_layer22,20260904,False,ALL,acoustic_margin,0.0,0.0,0.0,312
ordinary_lora_layer22,20260904,True,ALL,acoustic_correct,0.4775641025641026,0.4358950617283951,0.5161290322580645,936
ordinary_lora_layer22,20260904,True,ALL,semantic_follow,0.375,0.3333333333333333,0.4231694605630776,936
ordinary_lora_layer22,20260904,True,ALL,other,0.14743589743589744,0.12301587301587301,0.170783834148614,936
ordinary_lora_layer22,20260904,True,ALL,acoustic_margin,0.9698851466386352,0.5168036567394366,1.3893394217828923,936
ordinary_lora_layer22,20260905,False,ALL,acoustic_correct,0.8621794871794872,0.8208313679245283,0.9,312
ordinary_lora_layer22,20260905,False,ALL,semantic_follow,0.8621794871794872,0.8208313679245283,0.9,312
ordinary_lora_layer22,20260905,False,ALL,other,0.13782051282051283,0.1,0.17916863207547168,312
ordinary_lora_layer22,20260905,False,ALL,acoustic_margin,0.0,0.0,0.0,312
ordinary_lora_layer22,20260905,True,ALL,acoustic_correct,0.4861111111111111,0.4444444444444444,0.5259278959810875,936
ordinary_lora_layer22,20260905,True,ALL,semantic_follow,0.36752136752136755,0.3263861331569665,0.4140461215932914,936
ordinary_lora_layer22,20260905,True,ALL,other,0.14636752136752137,0.11938534278959811,0.17424366211130918,936
ordinary_lora_layer22,20260905,True,ALL,acoustic_margin,0.9202056693302283,0.4866227517614788,1.335942940551459,936
