system,seed,conflict,generator,metric,mean,ci_low,ci_high,n
branch_rolled_continuous,0,False,F5TTS,semantic_follow,0.7980769230769231,0.725,0.875,104
branch_rolled_continuous,0,False,F5TTS,other,0.20192307692307693,0.125,0.275,104
branch_rolled_continuous,0,False,F5TTS,acoustic_margin,0.0,0.0,0.0,104
branch_rolled_continuous,0,False,STYLE,acoustic_correct,0.75,0.6818181818181818,0.825,104
branch_rolled_continuous,0,False,STYLE,semantic_follow,0.75,0.6818181818181818,0.825,104
branch_rolled_continuous,0,False,STYLE,other,0.25,0.175,0.3181818181818182,104
branch_rolled_continuous,0,False,STYLE,acoustic_margin,0.0,0.0,0.0,104
branch_rolled_continuous,0,True,COSY,acoustic_correct,0.3108974358974359,0.2596899224806202,0.3557692307692308,312
branch_rolled_continuous,0,True,COSY,semantic_follow,0.4551282051282051,0.3881278538812785,0.5333333333333333,312
branch_rolled_continuous,0,True,COSY,other,0.23397435897435898,0.18018018018018017,0.2786458333333333,312
branch_rolled_continuous,0,True,COSY,acoustic_margin,-0.84655448637652,-1.2214840981381545,-0.5488306235879785,312
branch_rolled_continuous,0,True,F5TTS,acoustic_correct,0.2467948717948718,0.19369369369369369,0.2948717948717949,312
branch_rolled_continuous,0,True,F5TTS,semantic_follow,0.5865384615384616,0.5143510864430798,0.6715686274509803,312
branch_rolled_continuous,0,True,F5TTS,other,0.16666666666666666,0.11956521739130435,0.20512820512820512,312
branch_rolled_continuous,0,True,F5TTS,acoustic_margin,-1.3768028838482376,-1.8413110292953592,-0.9771141135632985,312
branch_rolled_continuous,0,True,STYLE,acoustic_correct,0.4166666666666667,0.36231884057971014,0.4666666666666667,312
branch_rolled_continuous,0,True,STYLE,semantic_follow,0.3974358974358974,0.34195402298850575,0.46568627450980393,312
branch_rolled_continuous,0,True,STYLE,other,0.1858974358974359,0.14625850340136054,0.22727272727272727,312
branch_rolled_continuous,0,True,STYLE,acoustic_margin,-0.12840544246435642,-0.5101958714862386,0.20156605649263254,312
decision_adapter_layer25,20260903,False,COSY,acoustic_correct,0.7692307692307693,0.7131147540983607,0.8365384615384616,104
decision_adapter_layer25,20260903,False,COSY,semantic_follow,0.7692307692307693,0.7131147540983607,0.8365384615384616,104
decision_adapter_layer25,20260903,False,COSY,other,0.23076923076923078,0.16346153846153846,0.28688524590163933,104
decision_adapter_layer25,20260903,False,COSY,acoustic_margin,0.0,0.0,0.0,104
decision_adapter_layer25,20260903,False,F5TTS,acoustic_correct,0.8365384615384616,0.7551020408163265,0.9230769230769231,104
decision_adapter_layer25,20260903,False,F5TTS,semantic_follow,0.8365384615384616,0.7551020408163265,0.9230769230769231,104
decision_adapter_layer25,20260903,False,F5TTS,other,0.16346153846153846,0.07692307692307693,0.24489795918367346,104
decision_adapter_layer25,20260903,False,F5TTS,acoustic_margin,0.0,0.0,0.0,104
decision_adapter_layer25,20260903,False,STYLE,acoustic_correct,0.7980769230769231,0.725,0.8727272727272727,104
decision_adapter_layer25,20260903,False,STYLE,semantic_follow,0.7980769230769231,0.725,0.8727272727272727,104
