mode,n,accuracy,macro_f1,coverage,mean_seconds,flip_rate_vs_full
full,96,0.46875,0.47888392117900314,0.7083333333333334,0.10980104166666667,
no_continuous,96,0.3854166666666667,0.3533786137234413,0.9895833333333334,0.099234375,0.5833333333333334
no_discrete,96,0.3958333333333333,0.41844407064760303,0.59375,0.09945624999999998,0.16666666666666666
rolled_continuous,96,0.6666666666666666,0.610010746325985,0.9895833333333334,0.10277708333333334,0.4270833333333333
